期号,日期,开奖号码
18046,2018-02-22,"['5', '5', '1']"
18045,2018-02-14,"['0', '0', '9']"
18044,2018-02-13,"['2', '3', '7']"
18043,2018-02-12,"['0', '7', '9']"
18042,2018-02-11,"['5', '3', '7']"
18041,2018-02-10,"['4', '1', '1']"
18040,2018-02-09,"['4', '7', '8']"
18039,2018-02-08,"['1', '2', '5']"
18038,2018-02-07,"['9', '4', '7']"
18037,2018-02-06,"['7', '6', '8']"
18036,2018-02-05,"['6', '9', '3']"
18035,2018-02-04,"['7', '5', '2']"
18034,2018-02-03,"['2', '6', '3']"
18033,2018-02-02,"['8', '7', '0']"
18032,2018-02-01,"['8', '6', '0']"
18031,2018-01-31,"['5', '2', '5']"
18030,2018-01-30,"['7', '5', '3']"
18029,2018-01-29,"['7', '9', '0']"
18028,2018-01-28,"['3', '1', '3']"
18027,2018-01-27,"['4', '8', '9']"
18026,2018-01-26,"['4', '7', '6']"
18025,2018-01-25,"['5', '4', '3']"
18024,2018-01-24,"['5', '0', '6']"
18023,2018-01-23,"['9', '3', '6']"
18022,2018-01-22,"['6', '5', '6']"
18021,2018-01-21,"['7', '2', '6']"
18020,2018-01-20,"['9', '2', '1']"
18019,2018-01-19,"['7', '6', '0']"
18018,2018-01-18,"['1', '7', '4']"
18017,2018-01-17,"['9', '9', '0']"
18016,2018-01-16,"['3', '7', '4']"
18015,2018-01-15,"['7', '3', '9']"
18014,2018-01-14,"['1', '6', '1']"
18013,2018-01-13,"['6', '0', '6']"
18012,2018-01-12,"['4', '3', '7']"
18011,2018-01-11,"['9', '7', '2']"
18010,2018-01-10,"['1', '6', '7']"
18009,2018-01-09,"['4', '9', '6']"
18008,2018-01-08,"['4', '4', '7']"
18007,2018-01-07,"['0', '8', '0']"
18006,2018-01-06,"['8', '6', '9']"
18005,2018-01-05,"['3', '9', '1']"
18004,2018-01-04,"['4', '1', '6']"
18003,2018-01-03,"['1', '4', '5']"
18002,2018-01-02,"['6', '4', '4']"
18001,2018-01-01,"['1', '7', '7']"
17358,2017-12-31,"['9', '5', '1']"
17357,2017-12-30,"['8', '0', '9']"
17356,2017-12-29,"['9', '5', '2']"
17355,2017-12-28,"['3', '8', '4']"
17354,2017-12-27,"['1', '8', '7']"
17353,2017-12-26,"['3', '0', '4']"
17352,2017-12-25,"['9', '9', '4']"
17351,2017-12-24,"['2', '6', '0']"
17350,2017-12-23,"['1', '2', '8']"
17349,2017-12-22,"['1', '5', '6']"
17348,2017-12-21,"['0', '8', '7']"
17347,2017-12-20,"['0', '3', '7']"
17346,2017-12-19,"['1', '0', '3']"
17345,2017-12-18,"['3', '4', '4']"
17344,2017-12-17,"['3', '6', '5']"
17343,2017-12-16,"['7', '5', '2']"
17342,2017-12-15,"['3', '8', '6']"
17341,2017-12-14,"['7', '2', '2']"
17340,2017-12-13,"['1', '1', '2']"
17339,2017-12-12,"['1', '3', '1']"
17338,2017-12-11,"['2', '7', '9']"
17337,2017-12-10,"['9', '1', '0']"
17336,2017-12-09,"['3', '4', '0']"
17335,2017-12-08,"['6', '6', '1']"
17334,2017-12-07,"['1', '8', '1']"
17333,2017-12-06,"['4', '2', '7']"
17332,2017-12-05,"['3', '2', '1']"
17331,2017-12-04,"['0', '9', '8']"
17330,2017-12-03,"['3', '8', '5']"
17329,2017-12-02,"['5', '3', '5']"
17328,2017-12-01,"['6', '2', '1']"
17327,2017-11-30,"['1', '4', '5']"
17326,2017-11-29,"['7', '2', '3']"
17325,2017-11-28,"['5', '0', '9']"
17324,2017-11-27,"['8', '2', '8']"
17323,2017-11-26,"['5', '7', '2']"
17322,2017-11-25,"['1', '7', '3']"
17321,2017-11-24,"['4', '3', '5']"
17320,2017-11-23,"['0', '3', '6']"
17319,2017-11-22,"['9', '3', '9']"
17318,2017-11-21,"['8', '8', '3']"
17317,2017-11-20,"['1', '0', '3']"
17316,2017-11-19,"['2', '0', '2']"
17315,2017-11-18,"['2', '4', '3']"
17314,2017-11-17,"['5', '8', '0']"
17313,2017-11-16,"['3', '0', '6']"
17312,2017-11-15,"['5', '9', '8']"
17311,2017-11-14,"['9', '0', '0']"
17310,2017-11-13,"['7', '6', '1']"
17309,2017-11-12,"['2', '6', '2']"
17308,2017-11-11,"['8', '9', '1']"
17307,2017-11-10,"['6', '2', '3']"
17306,2017-11-09,"['1', '2', '5']"
17305,2017-11-08,"['0', '0', '5']"
17304,2017-11-07,"['4', '4', '4']"
17303,2017-11-06,"['4', '5', '8']"
17302,2017-11-05,"['9', '0', '2']"
17301,2017-11-04,"['6', '1', '6']"
17300,2017-11-03,"['7', '5', '4']"
17299,2017-11-02,"['6', '8', '5']"
17298,2017-11-01,"['0', '9', '9']"
17297,2017-10-31,"['8', '1', '0']"
17296,2017-10-30,"['3', '1', '8']"
17295,2017-10-29,"['5', '5', '4']"
17294,2017-10-28,"['4', '1', '8']"
17293,2017-10-27,"['7', '8', '7']"
17292,2017-10-26,"['9', '4', '6']"
17291,2017-10-25,"['6', '9', '4']"
17290,2017-10-24,"['4', '2', '3']"
17289,2017-10-23,"['7', '4', '4']"
17288,2017-10-22,"['7', '5', '6']"
17287,2017-10-21,"['0', '9', '4']"
17286,2017-10-20,"['4', '8', '1']"
17285,2017-10-19,"['9', '7', '7']"
17284,2017-10-18,"['6', '1', '8']"
17283,2017-10-17,"['1', '5', '4']"
17282,2017-10-16,"['3', '0', '2']"
17281,2017-10-15,"['8', '0', '8']"
17280,2017-10-14,"['7', '9', '7']"
17279,2017-10-13,"['2', '6', '2']"
17278,2017-10-12,"['0', '5', '7']"
17277,2017-10-11,"['0', '7', '6']"
17276,2017-10-10,"['0', '9', '3']"
17275,2017-10-09,"['9', '6', '5']"
17274,2017-10-08,"['9', '4', '6']"
17273,2017-10-07,"['3', '8', '0']"
17272,2017-10-06,"['9', '2', '1']"
17271,2017-10-05,"['5', '5', '0']"
17270,2017-10-04,"['1', '4', '1']"
17269,2017-10-03,"['0', '4', '5']"
17268,2017-10-02,"['3', '1', '7']"
17267,2017-10-01,"['7', '1', '4']"
17266,2017-09-30,"['1', '5', '1']"
17265,2017-09-29,"['3', '0', '9']"
17264,2017-09-28,"['6', '8', '0']"
17263,2017-09-27,"['3', '3', '5']"
17262,2017-09-26,"['3', '9', '1']"
17261,2017-09-25,"['6', '3', '5']"
17260,2017-09-24,"['9', '2', '9']"
17259,2017-09-23,"['4', '8', '7']"
17258,2017-09-22,"['8', '7', '1']"
17257,2017-09-21,"['2', '2', '3']"
17256,2017-09-20,"['1', '3', '2']"
17255,2017-09-19,"['9', '4', '8']"
17254,2017-09-18,"['9', '1', '5']"
17253,2017-09-17,"['7', '7', '8']"
17252,2017-09-16,"['1', '7', '8']"
17251,2017-09-15,"['1', '5', '1']"
17250,2017-09-14,"['8', '5', '6']"
17249,2017-09-13,"['3', '6', '1']"
17248,2017-09-12,"['8', '4', '9']"
17247,2017-09-11,"['9', '4', '5']"
17246,2017-09-10,"['1', '1', '1']"
17245,2017-09-09,"['6', '2', '3']"
17244,2017-09-08,"['8', '3', '2']"
17243,2017-09-07,"['3', '3', '5']"
17242,2017-09-06,"['8', '9', '3']"
17241,2017-09-05,"['9', '3', '9']"
17240,2017-09-04,"['5', '1', '7']"
17239,2017-09-03,"['6', '0', '5']"
17238,2017-09-02,"['9', '2', '1']"
17237,2017-09-01,"['2', '1', '0']"
17236,2017-08-31,"['5', '1', '5']"
17235,2017-08-30,"['1', '5', '6']"
17234,2017-08-29,"['4', '6', '6']"
17233,2017-08-28,"['1', '8', '7']"
17232,2017-08-27,"['8', '4', '4']"
17231,2017-08-26,"['4', '2', '0']"
17230,2017-08-25,"['6', '7', '4']"
17229,2017-08-24,"['4', '8', '7']"
17228,2017-08-23,"['3', '8', '9']"
17227,2017-08-22,"['2', '4', '7']"
17226,2017-08-21,"['3', '3', '5']"
17225,2017-08-20,"['4', '8', '8']"
17224,2017-08-19,"['6', '3', '4']"
17223,2017-08-18,"['4', '9', '6']"
17222,2017-08-17,"['7', '0', '7']"
17221,2017-08-16,"['4', '4', '7']"
17220,2017-08-15,"['6', '4', '3']"
17219,2017-08-14,"['4', '9', '3']"
17218,2017-08-13,"['5', '7', '3']"
17217,2017-08-12,"['7', '9', '6']"
17216,2017-08-11,"['8', '7', '1']"
17215,2017-08-10,"['2', '1', '2']"
17214,2017-08-09,"['4', '2', '3']"
17213,2017-08-08,"['7', '2', '7']"
17212,2017-08-07,"['0', '0', '2']"
17211,2017-08-06,"['1', '1', '6']"
17210,2017-08-05,"['9', '1', '1']"
17209,2017-08-04,"['3', '9', '1']"
17208,2017-08-03,"['1', '0', '8']"
17207,2017-08-02,"['6', '9', '7']"
17206,2017-08-01,"['3', '7', '5']"
17205,2017-07-31,"['6', '4', '9']"
17204,2017-07-30,"['2', '3', '2']"
17203,2017-07-29,"['2', '4', '3']"
17202,2017-07-28,"['4', '6', '1']"
17201,2017-07-27,"['4', '4', '5']"
17200,2017-07-26,"['9', '3', '5']"
17199,2017-07-25,"['3', '3', '0']"
17198,2017-07-24,"['7', '5', '4']"
17197,2017-07-23,"['5', '9', '4']"
17196,2017-07-22,"['4', '3', '6']"
17195,2017-07-21,"['3', '1', '9']"
17194,2017-07-20,"['6', '2', '5']"
17193,2017-07-19,"['8', '8', '0']"
17192,2017-07-18,"['2', '7', '9']"
17191,2017-07-17,"['9', '7', '8']"
17190,2017-07-16,"['4', '4', '6']"
17189,2017-07-15,"['9', '6', '0']"
17188,2017-07-14,"['2', '0', '9']"
17187,2017-07-13,"['8', '3', '1']"
17186,2017-07-12,"['9', '6', '7']"
17185,2017-07-11,"['3', '7', '0']"
17184,2017-07-10,"['1', '2', '9']"
17183,2017-07-09,"['4', '0', '9']"
17182,2017-07-08,"['9', '7', '5']"
17181,2017-07-07,"['4', '8', '4']"
17180,2017-07-06,"['5', '8', '6']"
17179,2017-07-05,"['0', '6', '6']"
17178,2017-07-04,"['3', '0', '3']"
17177,2017-07-03,"['6', '7', '0']"
17176,2017-07-02,"['6', '0', '2']"
17175,2017-07-01,"['3', '7', '6']"
17174,2017-06-30,"['9', '6', '0']"
17173,2017-06-29,"['7', '1', '2']"
17172,2017-06-28,"['4', '9', '6']"
17171,2017-06-27,"['1', '9', '0']"
17170,2017-06-26,"['5', '4', '4']"
17169,2017-06-25,"['6', '4', '4']"
17168,2017-06-24,"['1', '7', '5']"
17167,2017-06-23,"['7', '9', '5']"
17166,2017-06-22,"['6', '4', '4']"
17165,2017-06-21,"['3', '3', '0']"
17164,2017-06-20,"['4', '4', '7']"
17163,2017-06-19,"['7', '5', '9']"
17162,2017-06-18,"['8', '1', '4']"
17161,2017-06-17,"['8', '3', '0']"
17160,2017-06-16,"['9', '4', '6']"
17159,2017-06-15,"['1', '2', '3']"
17158,2017-06-14,"['0', '8', '3']"
17157,2017-06-13,"['8', '1', '8']"
17156,2017-06-12,"['0', '0', '7']"
17155,2017-06-11,"['0', '0', '4']"
17154,2017-06-10,"['2', '1', '5']"
17153,2017-06-09,"['8', '8', '5']"
17152,2017-06-08,"['8', '0', '2']"
17151,2017-06-07,"['0', '7', '8']"
17150,2017-06-06,"['5', '2', '9']"
17149,2017-06-05,"['9', '8', '7']"
17148,2017-06-04,"['1', '5', '2']"
17147,2017-06-03,"['3', '3', '1']"
17146,2017-06-02,"['9', '4', '2']"
17145,2017-06-01,"['5', '9', '1']"
17144,2017-05-31,"['2', '3', '9']"
17143,2017-05-30,"['1', '7', '7']"
17142,2017-05-29,"['0', '1', '3']"
17141,2017-05-28,"['6', '0', '4']"
17140,2017-05-27,"['2', '0', '4']"
17139,2017-05-26,"['3', '6', '0']"
17138,2017-05-25,"['0', '2', '0']"
17137,2017-05-24,"['1', '2', '2']"
17136,2017-05-23,"['5', '1', '0']"
17135,2017-05-22,"['5', '2', '5']"
17134,2017-05-21,"['6', '9', '7']"
17133,2017-05-20,"['1', '6', '6']"
17132,2017-05-19,"['3', '0', '5']"
17131,2017-05-18,"['9', '1', '9']"
17130,2017-05-17,"['5', '8', '9']"
17129,2017-05-16,"['3', '6', '5']"
17128,2017-05-15,"['4', '5', '2']"
17127,2017-05-14,"['7', '3', '9']"
17126,2017-05-13,"['2', '5', '8']"
17125,2017-05-12,"['2', '5', '5']"
17124,2017-05-11,"['0', '8', '1']"
17123,2017-05-10,"['4', '9', '2']"
17122,2017-05-09,"['4', '8', '6']"
17121,2017-05-08,"['0', '5', '4']"
17120,2017-05-07,"['4', '5', '8']"
17119,2017-05-06,"['5', '2', '2']"
17118,2017-05-05,"['4', '9', '9']"
17117,2017-05-04,"['2', '9', '9']"
17116,2017-05-03,"['2', '1', '3']"
17115,2017-05-02,"['5', '6', '7']"
17114,2017-05-01,"['6', '8', '1']"
17113,2017-04-30,"['1', '5', '7']"
17112,2017-04-29,"['6', '8', '6']"
17111,2017-04-28,"['6', '5', '8']"
17110,2017-04-27,"['8', '1', '5']"
17109,2017-04-26,"['0', '3', '0']"
17108,2017-04-25,"['7', '2', '7']"
17107,2017-04-24,"['9', '5', '1']"
17106,2017-04-23,"['4', '0', '2']"
17105,2017-04-22,"['8', '4', '6']"
17104,2017-04-21,"['7', '8', '2']"
17103,2017-04-20,"['0', '4', '4']"
17102,2017-04-19,"['0', '5', '9']"
17101,2017-04-18,"['3', '9', '0']"
17100,2017-04-17,"['8', '1', '3']"
17099,2017-04-16,"['9', '9', '6']"
17098,2017-04-15,"['2', '2', '8']"
17097,2017-04-14,"['8', '0', '6']"
17096,2017-04-13,"['8', '0', '9']"
17095,2017-04-12,"['3', '2', '3']"
17094,2017-04-11,"['0', '9', '8']"
17093,2017-04-10,"['5', '8', '0']"
17092,2017-04-09,"['7', '5', '9']"
17091,2017-04-08,"['6', '7', '6']"
17090,2017-04-07,"['2', '8', '3']"
17089,2017-04-06,"['3', '8', '9']"
17088,2017-04-05,"['5', '6', '1']"
17087,2017-04-04,"['2', '3', '7']"
17086,2017-04-03,"['9', '4', '4']"
17085,2017-04-02,"['7', '2', '2']"
17084,2017-04-01,"['8', '3', '6']"
17083,2017-03-31,"['5', '6', '4']"
17082,2017-03-30,"['5', '5', '3']"
17081,2017-03-29,"['2', '1', '0']"
17080,2017-03-28,"['1', '8', '8']"
17079,2017-03-27,"['4', '8', '5']"
17078,2017-03-26,"['6', '3', '3']"
17077,2017-03-25,"['6', '3', '4']"
17076,2017-03-24,"['3', '8', '9']"
17075,2017-03-23,"['9', '0', '0']"
17074,2017-03-22,"['6', '5', '6']"
17073,2017-03-21,"['0', '3', '1']"
17072,2017-03-20,"['9', '4', '8']"
17071,2017-03-19,"['8', '4', '2']"
17070,2017-03-18,"['3', '3', '3']"
17069,2017-03-17,"['9', '4', '6']"
17068,2017-03-16,"['2', '1', '7']"
17067,2017-03-15,"['3', '8', '2']"
17066,2017-03-14,"['8', '4', '8']"
17065,2017-03-13,"['5', '5', '2']"
17064,2017-03-12,"['1', '6', '5']"
17063,2017-03-11,"['7', '6', '8']"
17062,2017-03-10,"['8', '8', '7']"
17061,2017-03-09,"['1', '9', '8']"
17060,2017-03-08,"['5', '4', '6']"
17059,2017-03-07,"['6', '6', '2']"
17058,2017-03-06,"['7', '3', '0']"
17057,2017-03-05,"['9', '2', '1']"
17056,2017-03-04,"['2', '3', '2']"
17055,2017-03-03,"['3', '6', '6']"
17054,2017-03-02,"['7', '0', '2']"
17053,2017-03-01,"['9', '2', '1']"
17052,2017-02-28,"['1', '5', '9']"
17051,2017-02-27,"['4', '4', '4']"
17050,2017-02-26,"['3', '0', '7']"
17049,2017-02-25,"['6', '6', '5']"
17048,2017-02-24,"['1', '6', '4']"
17047,2017-02-23,"['2', '8', '3']"
17046,2017-02-22,"['8', '8', '7']"
17045,2017-02-21,"['7', '3', '5']"
17044,2017-02-20,"['1', '3', '8']"
17043,2017-02-19,"['5', '0', '8']"
17042,2017-02-18,"['1', '4', '9']"
17041,2017-02-17,"['9', '8', '2']"
17040,2017-02-16,"['3', '9', '5']"
17039,2017-02-15,"['5', '9', '8']"
17038,2017-02-14,"['8', '2', '3']"
17037,2017-02-13,"['3', '8', '0']"
17036,2017-02-12,"['4', '7', '2']"
17035,2017-02-11,"['8', '9', '0']"
17034,2017-02-10,"['8', '9', '5']"
17033,2017-02-09,"['7', '8', '5']"
17032,2017-02-08,"['7', '3', '8']"
17031,2017-02-07,"['5', '0', '2']"
17030,2017-02-06,"['8', '9', '6']"
17029,2017-02-05,"['8', '0', '4']"
17028,2017-02-04,"['9', '5', '5']"
17027,2017-02-03,"['3', '2', '5']"
17026,2017-01-26,"['0', '8', '1']"
17025,2017-01-25,"['2', '7', '7']"
17024,2017-01-24,"['0', '4', '3']"
17023,2017-01-23,"['2', '3', '7']"
17022,2017-01-22,"['6', '7', '7']"
17021,2017-01-21,"['8', '7', '4']"
17020,2017-01-20,"['5', '2', '6']"
17019,2017-01-19,"['8', '4', '4']"
17018,2017-01-18,"['3', '9', '7']"
17017,2017-01-17,"['8', '9', '7']"
17016,2017-01-16,"['7', '9', '6']"
17015,2017-01-15,"['6', '8', '6']"
17014,2017-01-14,"['4', '2', '8']"
17013,2017-01-13,"['0', '3', '9']"
17012,2017-01-12,"['0', '5', '9']"
17011,2017-01-11,"['4', '8', '6']"
17010,2017-01-10,"['2', '6', '1']"
17009,2017-01-09,"['3', '1', '7']"
17008,2017-01-08,"['5', '9', '7']"
17007,2017-01-07,"['6', '9', '2']"
17006,2017-01-06,"['4', '2', '6']"
17005,2017-01-05,"['3', '4', '2']"
17004,2017-01-04,"['6', '1', '6']"
17003,2017-01-03,"['3', '7', '4']"
17002,2017-01-02,"['7', '5', '8']"
17001,2017-01-01,"['0', '9', '2']"
16359,2016-12-31,"['8', '9', '6']"
16358,2016-12-30,"['1', '4', '3']"
16357,2016-12-29,"['2', '2', '2']"
16356,2016-12-28,"['1', '8', '0']"
16355,2016-12-27,"['7', '1', '9']"
16354,2016-12-26,"['5', '3', '3']"
16353,2016-12-25,"['4', '5', '3']"
16352,2016-12-24,"['4', '2', '4']"
16351,2016-12-23,"['4', '7', '5']"
16350,2016-12-22,"['5', '1', '9']"
16349,2016-12-21,"['1', '5', '4']"
16348,2016-12-20,"['7', '5', '7']"
16347,2016-12-19,"['5', '8', '9']"
16346,2016-12-18,"['1', '0', '0']"
16345,2016-12-17,"['5', '6', '2']"
16344,2016-12-16,"['1', '0', '3']"
16343,2016-12-15,"['8', '0', '7']"
16342,2016-12-14,"['6', '3', '3']"
16341,2016-12-13,"['0', '3', '9']"
16340,2016-12-12,"['6', '4', '8']"
16339,2016-12-11,"['5', '4', '8']"
16338,2016-12-10,"['4', '0', '1']"
16337,2016-12-09,"['5', '2', '8']"
16336,2016-12-08,"['1', '5', '0']"
16335,2016-12-07,"['5', '3', '8']"
16334,2016-12-06,"['3', '5', '5']"
16333,2016-12-05,"['9', '7', '5']"
16332,2016-12-04,"['4', '4', '5']"
16331,2016-12-03,"['6', '7', '3']"
16330,2016-12-02,"['5', '6', '4']"
16329,2016-12-01,"['9', '5', '1']"
16328,2016-11-30,"['8', '6', '5']"
16327,2016-11-29,"['6', '5', '6']"
16326,2016-11-28,"['3', '6', '3']"
16325,2016-11-27,"['6', '6', '8']"
16324,2016-11-26,"['1', '7', '3']"
16323,2016-11-25,"['8', '4', '0']"
16322,2016-11-24,"['2', '7', '1']"
16321,2016-11-23,"['6', '0', '6']"
16320,2016-11-22,"['3', '4', '9']"
16319,2016-11-21,"['4', '1', '9']"
16318,2016-11-20,"['1', '4', '2']"
16317,2016-11-19,"['8', '8', '6']"
16316,2016-11-18,"['2', '1', '4']"
16315,2016-11-17,"['4', '9', '7']"
16314,2016-11-16,"['2', '3', '5']"
16313,2016-11-15,"['3', '1', '4']"
16312,2016-11-14,"['6', '6', '4']"
16311,2016-11-13,"['8', '4', '1']"
16310,2016-11-12,"['7', '9', '4']"
16309,2016-11-11,"['2', '2', '5']"
16308,2016-11-10,"['1', '2', '6']"
16307,2016-11-09,"['5', '8', '6']"
16306,2016-11-08,"['7', '4', '0']"
16305,2016-11-07,"['3', '6', '8']"
16304,2016-11-06,"['4', '7', '0']"
16303,2016-11-05,"['7', '5', '1']"
16302,2016-11-04,"['5', '1', '8']"
16301,2016-11-03,"['8', '8', '8']"
16300,2016-11-02,"['1', '8', '9']"
16299,2016-11-01,"['5', '1', '7']"
16298,2016-10-31,"['7', '3', '3']"
16297,2016-10-30,"['8', '5', '3']"
16296,2016-10-29,"['4', '7', '9']"
16295,2016-10-28,"['3', '9', '2']"
16294,2016-10-27,"['6', '1', '2']"
16293,2016-10-26,"['8', '0', '4']"
16292,2016-10-25,"['2', '4', '0']"
16291,2016-10-24,"['1', '9', '6']"
16290,2016-10-23,"['6', '3', '1']"
16289,2016-10-22,"['7', '3', '6']"
16288,2016-10-21,"['4', '3', '0']"
16287,2016-10-20,"['8', '9', '0']"
16286,2016-10-19,"['6', '2', '3']"
16285,2016-10-18,"['7', '2', '8']"
16284,2016-10-17,"['4', '6', '7']"
16283,2016-10-16,"['0', '0', '4']"
16282,2016-10-15,"['8', '2', '8']"
16281,2016-10-14,"['1', '3', '6']"
16280,2016-10-13,"['8', '0', '2']"
16279,2016-10-12,"['5', '0', '6']"
16278,2016-10-11,"['2', '3', '2']"
16277,2016-10-10,"['5', '8', '4']"
16276,2016-10-09,"['9', '6', '4']"
16275,2016-10-08,"['8', '2', '0']"
16274,2016-10-07,"['9', '0', '5']"
16273,2016-10-06,"['5', '8', '3']"
16272,2016-10-05,"['1', '9', '6']"
16271,2016-10-04,"['8', '7', '5']"
16270,2016-10-03,"['0', '4', '2']"
16269,2016-10-02,"['2', '2', '1']"
16268,2016-10-01,"['0', '7', '6']"
16267,2016-09-30,"['1', '4', '1']"
16266,2016-09-29,"['6', '4', '0']"
16265,2016-09-28,"['6', '9', '5']"
16264,2016-09-27,"['6', '7', '1']"
16263,2016-09-26,"['1', '1', '0']"
16262,2016-09-25,"['3', '5', '8']"
16261,2016-09-24,"['9', '9', '4']"
16260,2016-09-23,"['0', '3', '8']"
16259,2016-09-22,"['3', '9', '6']"
16258,2016-09-21,"['9', '6', '1']"
16257,2016-09-20,"['3', '8', '9']"
16256,2016-09-19,"['1', '3', '7']"
16255,2016-09-18,"['3', '3', '5']"
16254,2016-09-17,"['6', '5', '2']"
16253,2016-09-16,"['6', '9', '1']"
16252,2016-09-15,"['4', '5', '9']"
16251,2016-09-14,"['3', '0', '6']"
16250,2016-09-13,"['1', '6', '2']"
16249,2016-09-12,"['9', '7', '3']"
16248,2016-09-11,"['7', '2', '7']"
16247,2016-09-10,"['8', '8', '2']"
16246,2016-09-09,"['7', '8', '2']"
16245,2016-09-08,"['3', '8', '9']"
16244,2016-09-07,"['1', '5', '3']"
16243,2016-09-06,"['4', '1', '6']"
16242,2016-09-05,"['7', '5', '2']"
16241,2016-09-04,"['3', '2', '0']"
16240,2016-09-03,"['6', '3', '9']"
16239,2016-09-02,"['5', '8', '5']"
16238,2016-09-01,"['5', '4', '3']"
16237,2016-08-31,"['2', '8', '4']"
16236,2016-08-30,"['2', '6', '3']"
16235,2016-08-29,"['4', '5', '0']"
16234,2016-08-28,"['9', '7', '6']"
16233,2016-08-27,"['5', '6', '8']"
16232,2016-08-26,"['9', '1', '6']"
16231,2016-08-25,"['2', '8', '5']"
16230,2016-08-24,"['5', '6', '6']"
16229,2016-08-23,"['0', '4', '2']"
16228,2016-08-22,"['8', '6', '5']"
16227,2016-08-21,"['3', '9', '7']"
16226,2016-08-20,"['0', '1', '6']"
16225,2016-08-19,"['6', '3', '6']"
16224,2016-08-18,"['6', '5', '6']"
16223,2016-08-17,"['0', '6', '3']"
16222,2016-08-16,"['4', '2', '5']"
16221,2016-08-15,"['6', '1', '2']"
16220,2016-08-14,"['0', '7', '3']"
16219,2016-08-13,"['0', '4', '7']"
16218,2016-08-12,"['9', '0', '0']"
16217,2016-08-11,"['4', '4', '9']"
16216,2016-08-10,"['3', '9', '8']"
16215,2016-08-09,"['7', '8', '7']"
16214,2016-08-08,"['7', '0', '9']"
16213,2016-08-07,"['6', '5', '8']"
16212,2016-08-06,"['6', '9', '3']"
16211,2016-08-05,"['4', '6', '3']"
16210,2016-08-04,"['3', '0', '5']"
16209,2016-08-03,"['2', '9', '9']"
16208,2016-08-02,"['2', '8', '4']"
16207,2016-08-01,"['7', '7', '5']"
16206,2016-07-31,"['7', '8', '8']"
16205,2016-07-30,"['4', '3', '5']"
16204,2016-07-29,"['2', '4', '4']"
16203,2016-07-28,"['0', '4', '4']"
16202,2016-07-27,"['5', '8', '4']"
16201,2016-07-26,"['3', '7', '4']"
16200,2016-07-25,"['5', '8', '3']"
16199,2016-07-24,"['5', '1', '0']"
16198,2016-07-23,"['2', '8', '9']"
16197,2016-07-22,"['3', '0', '0']"
16196,2016-07-21,"['3', '3', '9']"
16195,2016-07-20,"['0', '2', '4']"
16194,2016-07-19,"['5', '5', '7']"
16193,2016-07-18,"['7', '8', '3']"
16192,2016-07-17,"['3', '2', '5']"
16191,2016-07-16,"['2', '0', '8']"
16190,2016-07-15,"['0', '2', '6']"
16189,2016-07-14,"['1', '3', '1']"
16188,2016-07-13,"['8', '4', '2']"
16187,2016-07-12,"['3', '0', '7']"
16186,2016-07-11,"['8', '1', '1']"
16185,2016-07-10,"['5', '4', '2']"
16184,2016-07-09,"['3', '5', '9']"
16183,2016-07-08,"['5', '7', '3']"
16182,2016-07-07,"['2', '0', '0']"
16181,2016-07-06,"['4', '3', '7']"
16180,2016-07-05,"['6', '3', '2']"
16179,2016-07-04,"['4', '5', '6']"
16178,2016-07-03,"['9', '0', '0']"
16177,2016-07-02,"['5', '8', '5']"
16176,2016-07-01,"['7', '6', '5']"
16175,2016-06-30,"['6', '3', '0']"
16174,2016-06-29,"['1', '1', '1']"
16173,2016-06-28,"['2', '6', '2']"
16172,2016-06-27,"['7', '6', '0']"
16171,2016-06-26,"['0', '5', '8']"
16170,2016-06-25,"['4', '0', '9']"
16169,2016-06-24,"['1', '9', '6']"
16168,2016-06-23,"['9', '0', '0']"
16167,2016-06-22,"['9', '6', '9']"
16166,2016-06-21,"['4', '1', '2']"
16165,2016-06-20,"['5', '7', '1']"
16164,2016-06-19,"['7', '2', '3']"
16163,2016-06-18,"['9', '7', '0']"
16162,2016-06-17,"['7', '0', '8']"
16161,2016-06-16,"['8', '4', '5']"
16160,2016-06-15,"['6', '5', '7']"
16159,2016-06-14,"['8', '3', '5']"
16158,2016-06-13,"['6', '1', '7']"
16157,2016-06-12,"['6', '0', '3']"
16156,2016-06-11,"['3', '1', '6']"
16155,2016-06-10,"['9', '9', '9']"
16154,2016-06-09,"['7', '1', '2']"
16153,2016-06-08,"['6', '2', '2']"
16152,2016-06-07,"['1', '2', '5']"
16151,2016-06-06,"['6', '1', '6']"
16150,2016-06-05,"['1', '1', '4']"
16149,2016-06-04,"['7', '5', '7']"
16148,2016-06-03,"['7', '8', '7']"
16147,2016-06-02,"['9', '7', '6']"
16146,2016-06-01,"['1', '4', '5']"
16145,2016-05-31,"['0', '1', '4']"
16144,2016-05-30,"['5', '6', '8']"
16143,2016-05-29,"['1', '1', '2']"
16142,2016-05-28,"['3', '4', '7']"
16141,2016-05-27,"['7', '2', '0']"
16140,2016-05-26,"['6', '5', '6']"
16139,2016-05-25,"['1', '8', '8']"
16138,2016-05-24,"['1', '3', '3']"
16137,2016-05-23,"['9', '6', '6']"
16136,2016-05-22,"['6', '6', '5']"
16135,2016-05-21,"['1', '4', '4']"
16134,2016-05-20,"['9', '2', '3']"
16133,2016-05-19,"['7', '1', '1']"
16132,2016-05-18,"['4', '9', '1']"
16131,2016-05-17,"['6', '6', '5']"
16130,2016-05-16,"['2', '4', '7']"
16129,2016-05-15,"['4', '0', '5']"
